100,ObjectId(5b97516a1025fcfc18ae195b),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.3428357089272318,""y"":0.4575311438278596,""width"":0.4163540885221305,""height"":0.2582106455266138},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (11.JPG,mummification,2017-08-18T01:30:23.465Z,0,UT35-15D_01_02_2016 (11.JPG
312,ObjectId(5b97516e1025fcfc18ae2038),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.33833458364591146,""y"":0.021517553793884484,""width"":0.39309827456864216,""height"":0.15628539071347677},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (11.JPG,mummification,2018-09-03T16:30:04.233Z,0,UT35-15D_01_02_2016 (11.JPG
313,ObjectId(5b97516e1025fcfc18ae2039),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.24606151537884471,""y"":0.159682899207248,""width"":0.08552138034508627,""height"":0.31370328425821065},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (11.JPG,mummification,2018-09-03T16:30:10.732Z,0,UT35-15D_01_02_2016 (11.JPG
314,ObjectId(5b97516e1025fcfc18ae203c),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.7674418604651163,""y"":0.5424688561721405,""width"":0.2040510127531883,""height"":0.10192525481313704},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (11.JPG,mummification,2018-09-03T16:30:34.686Z,0,UT35-15D_01_02_2016 (11.JPG
101,ObjectId(5b97516a1025fcfc18ae1964),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.6099024756189048,""y"":0.6477916194790487,""width"":0.3015753938484621,""height"":0.3114382785956965},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (17.JPG,mummification,2017-08-18T01:38:04.209Z,0,UT35-15D_01_02_2016 (17.JPG
73,ObjectId(5b6df8d17b7bf69e9420e82e),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.6547049441786283,""y"":0.6847172081829122,""width"":0.29106858054226475,""height"":0.26714801444043323},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (18.JPG,mummification,2018-08-10T20:42:57.471Z,0,UT35-15D_01_02_2016 (18.JPG
102,ObjectId(5b97516a1025fcfc18ae196d),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.23630907726931732,""y"":0.8142695356738392,""width"":0.15078769692423105,""height"":0.159682899207248},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (19.JPG,mummification,2017-08-18T01:44:07.050Z,0,UT35-15D_01_02_2016 (19.JPG
107,ObjectId(5b97516a1025fcfc18ae1977),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.16354088522130533,""y"":0.766704416761042,""width"":0.1837959489872468,""height"":0.15402038505096263},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (20.JPG,mummification,2017-08-18T01:50:23.470Z,0,UT35-15D_01_02_2016 (20.JPG
325,ObjectId(5b97516e1025fcfc18ae206f),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.4013503375843961,""y"":0.768969422423556,""width"":0.3825956489122281,""height"":0.2072480181200453},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (20.JPG,mummification,2018-09-04T00:35:41.405Z,0,UT35-15D_01_02_2016 (20.JPG
108,ObjectId(5b97516a1025fcfc18ae197b),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.708927231807952,""y"":0.8425821064552661,""width"":0.2355588897224306,""height"":0.0622876557191393},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (21.JPG,mummification,2017-08-18T01:51:37.961Z,0,UT35-15D_01_02_2016 (21.JPG
72,ObjectId(5b6de00b7b7bf69e9420e815),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.8149920255183413,""y"":0.641395908543923,""width"":0.1762360446570973,""height"":0.18892900120336945},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (21.JPG,mummification,2018-08-10T18:57:15.870Z,0,UT35-15D_01_02_2016 (21.JPG
109,ObjectId(5b97516a1025fcfc18ae1983),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.7561890472618155,""y"":0.7734994337485843,""width"":0.2355588897224306,""height"":0.20045300113250283},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (22.JPG,mummification,2017-08-18T01:54:09.892Z,0,UT35-15D_01_02_2016 (22.JPG
110,ObjectId(5b97516a1025fcfc18ae1985),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.12303075768942236,""y"":0.13590033975084936,""width"":0.4051012753188297,""height"":0.14269535673839184},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (23.JPG,mummification,2017-08-18T01:55:20.903Z,0,UT35-15D_01_02_2016 (23.JPG
111,ObjectId(5b97516a1025fcfc18ae1987),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.11327831957989497,""y"":0.549263873159683,""width"":0.5566391597899475,""height"":0.40770101925254815},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (23.JPG,mummification,2017-08-18T01:56:48.784Z,0,UT35-15D_01_02_2016 (23.JPG
311,ObjectId(5b97516e1025fcfc18ae2037),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.007501875468867217,""y"":0.41676104190260477,""width"":0.03975993998499625,""height"":0.23103057757644394},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (23.JPG,mummification,2018-09-03T16:29:44.337Z,0,UT35-15D_01_02_2016 (23.JPG
112,ObjectId(5b97516a1025fcfc18ae1989),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.13653413353338334,""y"":0.16761041902604756,""width"":0.14703675918979744,""height"":0.0622876557191393},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (24.JPG,mummification,2017-08-21T21:43:05.049Z,0,UT35-15D_01_02_2016 (24.JPG
113,ObjectId(5b97516a1025fcfc18ae198d),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.09752438109527382,""y"":0.6296715741789355,""width"":0.23930982745686422,""height"":0.15288788221970556},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (24.JPG,mummification,2017-08-21T21:44:17.253Z,0,UT35-15D_01_02_2016 (24.JPG
114,ObjectId(5b97516a1025fcfc18ae1990),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.39984996249062266,""y"":0.3986409966024915,""width"":0.22955738934733683,""height"":0.08267270668176671},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (25.JPG,mummification,2017-08-21T21:45:40.345Z,0,UT35-15D_01_02_2016 (25.JPG
115,ObjectId(5b97516a1025fcfc18ae1992),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.002250562640660165,""y"":0.27633069082672707,""width"":0.12303075768942236,""height"":0.10758776896942242},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (25.JPG,mummification,2017-08-21T21:46:11.029Z,0,UT35-15D_01_02_2016 (25.JPG
71,ObjectId(5b6dde467b7bf69e9420e7f8),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.6451355661881978,""y"":0.2767749699157641,""width"":0.2113237639553429,""height"":0.21419975932611313},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (25.JPG,mummification,2018-08-10T18:49:42.492Z,0,UT35-15D_01_02_2016 (25.JPG
69,ObjectId(5b6ddd9c7b7bf69e9420e7ea),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.37719298245614036,""y"":0.3574007220216607,""width"":0.3277511961722488,""height"":0.15042117930204574},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (26.JPG,mummification,2018-08-10T18:46:52.435Z,0,UT35-15D_01_02_2016 (26.JPG
70,ObjectId(5b6dde1f7b7bf69e9420e7f6),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.7185007974481659,""y"":0.30445246690734057,""width"":0.13078149920255183,""height"":0.1901323706377858},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (26.JPG,mummification,2018-08-10T18:49:03.140Z,0,UT35-15D_01_02_2016 (26.JPG
250,ObjectId(5b97516e1025fcfc18ae1f39),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.900225056264066,""y"":0.5537938844847112,""width"":0.08852213053263316,""height"":0.1857304643261608},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (26.JPG,mummification,2018-08-21T18:57:50.030Z,0,UT35-15D_01_02_2016 (26.JPG
251,ObjectId(5b97516e1025fcfc18ae1f3a),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.015003750937734433,""y"":0.30690826727066817,""width"":0.072768192048012,""height"":0.32955832389580975},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (26.JPG,mummification,2018-08-21T18:58:07.249Z,0,UT35-15D_01_02_2016 (26.JPG
252,ObjectId(5b97516e1025fcfc18ae1f3b),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.007501875468867217,""y"":0.7259343148357871,""width"":0.08027006751687922,""height"":0.24235560588901472},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (26.JPG,mummification,2018-08-21T18:58:13.299Z,0,UT35-15D_01_02_2016 (26.JPG
116,ObjectId(5b97516a1025fcfc18ae1996),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.08177044261065267,""y"":0.31370328425821065,""width"":0.23105776444111029,""height"":0.16194790486976218},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (27.JPG,mummification,2017-08-21T21:56:34.849Z,0,UT35-15D_01_02_2016 (27.JPG
117,ObjectId(5b97516a1025fcfc18ae1999),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.0345086271567892,""y"":0.2865232163080408,""width"":0.26556639159789946,""height"":0.20838052095130238},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (28.JPG,mummification,2017-08-21T21:59:49.178Z,0,UT35-15D_01_02_2016 (28.JPG
324,ObjectId(5b97516e1025fcfc18ae206c),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.32408102025506375,""y"":0.3272933182332956,""width"":0.5093773443360841,""height"":0.2559456398640997},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (28.JPG,mummification,2018-09-04T00:34:32.609Z,0,UT35-15D_01_02_2016 (28.JPG
118,ObjectId(5b97516a1025fcfc18ae199e),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.18979744936234058,""y"":0.007927519818799546,""width"":0.12228057014253563,""height"":0.07927519818799547},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (29.JPG,mummification,2017-08-21T22:02:02.555Z,0,UT35-15D_01_02_2016 (29.JPG
103,ObjectId(5b97516a1025fcfc18ae196e),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.6024006001500375,""y"":0.4665911664779162,""width"":0.29632408102025504,""height"":0.1664779161947905},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (2.JPG,mummification,2017-08-18T01:45:11.967Z,0,UT35-15D_01_02_2016 (2.JPG
104,ObjectId(5b97516a1025fcfc18ae196f),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.5333833458364591,""y"":0.23103057757644394,""width"":0.30307576894223553,""height"":0.17440543601359004},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (2.JPG,mummification,2017-08-18T01:45:24.844Z,0,UT35-15D_01_02_2016 (2.JPG
105,ObjectId(5b97516a1025fcfc18ae1970),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.3675918979744936,""y"":0.43714609286523215,""width"":0.21980495123780946,""height"":0.17667044167610418},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (2.JPG,mummification,2017-08-18T01:45:37.919Z,0,UT35-15D_01_02_2016 (2.JPG
106,ObjectId(5b97516a1025fcfc18ae1973),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.3600900225056264,""y"":0.6806342015855039,""width"":0.2003000750187547,""height"":0.06681766704416761},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (2.JPG,mummification,2017-08-18T01:47:11.511Z,0,UT35-15D_01_02_2016 (2.JPG
123,ObjectId(5b97516a1025fcfc18ae19a6),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.26406601650412603,""y"":0.21177802944507362,""width"":0.39234808702175544,""height"":0.29898074745186864},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (31.JPG,mummification,2017-08-21T22:15:20.535Z,0,UT35-15D_01_02_2016 (31.JPG
124,ObjectId(5b97516a1025fcfc18ae19a7),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.1942985746436609,""y"":0.2480181200453001,""width"":0.5288822205551388,""height"":0.3001132502831257},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (32.JPG,mummification,2017-08-21T22:16:01.290Z,0,UT35-15D_01_02_2016 (32.JPG
125,ObjectId(5b97516a1025fcfc18ae19a8),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.08627156789197299,""y"":0.3929784824462061,""width"":0.36459114778694673,""height"":0.16308040770101925},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (33.JPG,mummification,2017-08-21T22:18:00.266Z,0,UT35-15D_01_02_2016 (33.JPG
126,ObjectId(5b97516a1025fcfc18ae19aa),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.12228057014253563,""y"":0.39977349943374857,""width"":0.42010502625656415,""height"":0.14949037372593432},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (34.JPG,mummification,2017-08-21T22:20:07.951Z,0,UT35-15D_01_02_2016 (34.JPG
68,ObjectId(5b6ddbd67b7bf69e9420e7ca),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.25598086124401914,""y"":0.3910950661853189,""width"":0.4298245614035088,""height"":0.1588447653429603},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (35.JPG,mummification,2018-08-10T18:39:18.650Z,0,UT35-15D_01_02_2016 (35.JPG
67,ObjectId(5b6ddb9e7b7bf69e9420e7c6),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.23125996810207336,""y"":0.3935018050541516,""width"":0.43460925039872406,""height"":0.1444043321299639},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (36.JPG,mummification,2018-08-10T18:38:22.793Z,0,UT35-15D_01_02_2016 (36.JPG
288,ObjectId(5b97516e1025fcfc18ae1fdc),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.009752438109527382,""y"":0.1857304643261608,""width"":0.20705176294073518,""height"":0.289920724801812},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (36.JPG,mummification,2018-08-24T21:45:59.606Z,0,UT35-15D_01_02_2016 (36.JPG
289,ObjectId(5b97516e1025fcfc18ae1fdd),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.6849212303075769,""y"":0.34428086070215175,""width"":0.2603150787696924,""height"":0.26160815402038506},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (36.JPG,mummification,2018-08-24T21:46:12.372Z,0,UT35-15D_01_02_2016 (36.JPG
127,ObjectId(5b97516a1025fcfc18ae19b2),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.6331582895723931,""y"":0.36013590033975085,""width"":0.1282820705176294,""height"":0.1755379388448471},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (37.JPG,mummification,2017-08-21T22:30:18.598Z,0,UT35-15D_01_02_2016 (37.JPG
128,ObjectId(5b97516a1025fcfc18ae19b3),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.4283570892723181,""y"":0.24575311438278596,""width"":0.11552888222055514,""height"":0.16534541336353342},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (37.JPG,mummification,2017-08-21T22:30:30.890Z,0,UT35-15D_01_02_2016 (37.JPG
129,ObjectId(5b97516a1025fcfc18ae19b4),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.2955738934733683,""y"":0.5617214043035108,""width"":0.2348087021755439,""height"":0.12231030577576443},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (37.JPG,mummification,2017-08-21T22:30:48.048Z,0,UT35-15D_01_02_2016 (37.JPG
130,ObjectId(5b97516a1025fcfc18ae19b8),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.5468867216804201,""y"":0.3827859569648924,""width"":0.16804201050262565,""height"":0.15288788221970556},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2017-08-21T22:32:57.261Z,0,UT35-15D_01_02_2016 (38.JPG
131,ObjectId(5b97516a1025fcfc18ae19b9),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.2753188297074269,""y"":0.6047565118912798,""width"":0.18454613653413354,""height"":0.10305775764439411},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2017-08-21T22:33:10.944Z,0,UT35-15D_01_02_2016 (38.JPG
132,ObjectId(5b97516a1025fcfc18ae19ba),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.4028507126781695,""y"":0.29331823329558326,""width"":0.08927231807951988,""height"":0.1143827859569649},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2017-08-21T22:33:23.299Z,0,UT35-15D_01_02_2016 (38.JPG
66,ObjectId(5b6ddb1d7b7bf69e9420e7ba),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.4082934609250399,""y"":0.5571600481347774,""width"":0.08373205741626795,""height"":0.0842358604091456},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-10T18:36:13.523Z,0,UT35-15D_01_02_2016 (38.JPG
272,ObjectId(5b97516e1025fcfc18ae1f7e),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.29932483120780196,""y"":0.2695356738391846,""width"":0.11627906976744186,""height"":0.026047565118912798},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:16:49.201Z,0,UT35-15D_01_02_2016 (38.JPG
273,ObjectId(5b97516e1025fcfc18ae1f84),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.6309077269317329,""y"":0.2853907134767837,""width"":0.15078769692423105,""height"":0.061155152887882216},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:34.893Z,0,UT35-15D_01_02_2016 (38.JPG
274,ObjectId(5b97516e1025fcfc18ae1f85),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.687171792948237,""y"":0.3952434881087203,""width"":0.05101275318829707,""height"":0.16761041902604756},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:44.032Z,0,UT35-15D_01_02_2016 (38.JPG
133,ObjectId(5b97516a1025fcfc18ae19bd),ObjectId(5984676ae94fb4bc9c04bc64),"[{""type"":""rect"",""geometry"":{""x"":0.6556639159789948,""y"":0.19479048697621745,""width"":0.16054013503375844,""height"":0.15741789354473387},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (39.JPG,mummification,2017-08-21T22:35:48.908Z,0,UT35-15D_01_02_2016 (39.JPG
62,ObjectId(5b6ddac47b7bf69e9420e7b6),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.7105263157894737,""y"":0.6534296028880866,""width"":0.12440191387559808,""height"":0.14320096269554752},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (39.JPG,mummification,2018-08-10T18:34:44.365Z,0,UT35-15D_01_02_2016 (39.JPG
63,ObjectId(5b6ddacf7b7bf69e9420e7b7),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.5773524720893142,""y"":0.7448856799037304,""width"":0.12599681020733652,""height"":0.19494584837545126},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (39.JPG,mummification,2018-08-10T18:34:55.113Z,0,UT35-15D_01_02_2016 (39.JPG
64,ObjectId(5b6ddade7b7bf69e9420e7b8),ObjectId(5b0471ddf1e6500030825d24),"[{""type"":""rect"",""geometry"":{""x"":0.39553429027113235,""y"":0.6859205776173285,""width"":0.14035087719298245,""height"":0.10469314079422383},""style"":{}}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (39.JPG,mummification,2018-08-10T18:35:10.160Z,0,UT35-15D_01_02_2016 (39.JPG
